,price
9931,672800.0
13070,270000.0
1963,412000.0
16986,650000.0
10315,402000.0
18114,645000.0
18619,640000.0
6354,299900.0
20470,391000.0
5281,865000.0
9782,265000.0
14478,414500.0
20534,960000.0
4409,565000.0
11075,315000.0
6078,438900.0
264,369900.0
15310,622500.0
15988,825000.0
1110,285167.0
10691,460000.0
7095,700000.0
4761,624000.0
17789,421000.0
17431,410000.0
7310,585000.0
12397,560000.0
11909,1288000.0
14781,410000.0
544,375000.0
2475,345000.0
16254,212000.0
4789,371000.0
2990,765000.0
19152,600600.0
2300,357000.0
5605,265000.0
18178,369300.0
9400,197200.0
21061,390000.0
1751,490000.0
12070,396500.0
2517,166000.0
6952,1488000.0
8821,250000.0
14879,630000.0
19472,216500.0
15187,852000.0
3421,445000.0
11464,279900.0
19587,739000.0
16102,589000.0
17540,447500.0
6777,408000.0
11672,752875.0
16005,747000.0
7650,275000.0
3782,411000.0
5905,209900.0
4506,303000.0
6351,306500.0
2971,400000.0
1875,425000.0
9327,218000.0
19414,504975.0
19254,660000.0
12001,225000.0
6917,546000.0
15980,499950.0
12831,450000.0
19198,699999.0
633,650000.0
1687,374000.0
2691,349950.0
18124,253400.0
19088,962800.0
14642,835000.0
2039,320000.0
10322,714000.0
3977,635000.0
12691,689000.0
4320,485000.0
21507,377500.0
21254,729950.0
7397,560000.0
1756,850000.0
5885,230000.0
6249,332500.0
14688,569950.0
9016,229000.0
2464,353000.0
15445,299980.0
3550,1008000.0
12870,290000.0
21331,333000.0
21168,630500.0
19787,439950.0
452,232000.0
12847,339950.0
989,484950.0
384,1350000.0
842,428750.0
718,730000.0
11205,470000.0
17246,1288000.0
2718,422500.0
11881,380000.0
10224,550000.0
19675,280000.0
3527,195000.0
16061,437500.0
6980,355000.0
20328,389950.0
19668,340000.0
20597,457000.0
2389,900000.0
14126,426000.0
4990,550000.0
3140,178500.0
19574,254922.0
18237,591000.0
19153,567000.0
4005,395000.0
13363,535000.0
16196,585083.0
13025,309950.0
717,452000.0
5292,294950.0
1973,409000.0
12909,334009.0
4807,437500.0
11984,448500.0
5653,350000.0
11953,940000.0
8226,380600.0
2871,302000.0
8469,695000.0
11655,550000.0
8853,560000.0
21028,255000.0
15860,280000.0
13941,269950.0
19345,820000.0
21009,882566.0
4233,562000.0
1067,250000.0
8868,350000.0
11967,325000.0
10299,529500.0
16449,822600.0
12325,595000.0
16904,437500.0
20959,407000.0
4729,379600.0
18813,520000.0
925,990000.0
11855,1475000.0
15488,560000.0
2345,495000.0
9352,1095000.0
7450,597000.0
5784,739375.0
772,465250.0
10543,269000.0
4225,390000.0
13668,557000.0
8500,360000.0
19671,720000.0
7402,263000.0
1734,252000.0
6019,600000.0
14502,925000.0
19660,290000.0
11827,370000.0
995,291000.0
18562,572000.0
20321,270000.0
16725,280000.0
7916,443750.0
7752,345000.0
6340,480000.0
17639,390000.0
14999,555950.0
11063,845000.0
5079,656000.0
14081,294000.0
20972,370950.0
4474,1050000.0
9778,455000.0
16584,455000.0
21463,337500.0
11540,950000.0
7882,625000.0
17731,425000.0
14866,394500.0
14856,459000.0
19335,345000.0
13645,300000.0
19995,279000.0
2474,858000.0
15058,159000.0
1644,299000.0
9179,272000.0
19606,335000.0
2419,580000.0
18444,358500.0
12749,515000.0
4901,350000.0
4095,265000.0
7240,485000.0
7722,410000.0
3768,255000.0
18859,335000.0
16698,588000.0
16769,545000.0
13910,700000.0
12150,339000.0
17018,625000.0
10075,745000.0
16667,190500.0
8606,533050.0
18633,600000.0
5089,803000.0
5658,895000.0
6246,630000.0
6546,750000.0
17247,696000.0
5738,265000.0
14400,547000.0
8288,650000.0
18471,695000.0
4996,322400.0
3899,418800.0
8973,340000.0
17353,919000.0
6637,313000.0
16075,370000.0
15599,687000.0
7846,1200000.0
21150,1399950.0
17450,795000.0
15499,509950.0
7728,402000.0
11612,540000.0
12086,423000.0
9157,665000.0
10597,580000.0
12838,542000.0
10591,392000.0
9038,397990.0
16412,779000.0
9972,495000.0
2392,300000.0
2982,740000.0
7169,180000.0
16938,240000.0
12338,175000.0
7379,713000.0
11589,1142000.0
20000,445000.0
2535,595000.0
8875,310000.0
15302,625000.0
13628,105500.0
18566,196000.0
4670,375000.0
14082,255500.0
8094,525000.0
18229,475000.0
19021,346500.0
10377,570000.0
13179,375000.0
7205,630000.0
14336,830000.0
6163,390000.0
1145,252500.0
4038,390000.0
7485,350000.0
21199,427005.0
6791,390000.0
19320,746000.0
21354,495000.0
19341,710000.0
1700,270000.0
18214,315000.0
16832,315000.0
8372,435000.0
19188,345600.0
18708,713000.0
13213,675000.0
3994,425000.0
6903,570000.0
8109,440000.0
6301,248000.0
3394,553650.0
488,699900.0
1626,169317.0
16833,465000.0
17289,1350000.0
8672,450000.0
10023,238000.0
9041,258000.0
12296,185900.0
15183,376000.0
5851,900000.0
1820,275000.0
13964,720000.0
21381,339950.0
13329,248000.0
18718,946000.0
15651,910000.0
8235,810000.0
12434,185000.0
900,905000.0
555,725000.0
14904,561000.0
9000,1050000.0
13041,580000.0
20733,685000.0
5037,459000.0
20292,425000.0
17870,285000.0
20679,795000.0
2017,580000.0
19940,740000.0
4568,370000.0
10549,440000.0
2209,1050000.0
8008,495500.0
1007,325000.0
16902,474950.0
20061,700000.0
5558,280500.0
19400,229950.0
19075,205000.0
16567,1260000.0
18537,287000.0
520,288000.0
15042,855000.0
8546,450000.0
8390,565000.0
856,265000.0
17113,415000.0
18576,315000.0
14269,349000.0
4956,611000.0
5007,279000.0
18595,202000.0
777,493000.0
18150,346500.0
17642,575000.0
4957,214100.0
9538,1160000.0
7242,560000.0
1163,482500.0
6334,455850.0
11470,850000.0
11323,825000.0
15296,570000.0
5585,422000.0
14146,590000.0
5276,226450.0
1836,260000.0
4871,700000.0
10325,880000.0
20747,265000.0
20115,535000.0
542,318888.0
1958,429800.0
125,1450000.0
19498,344000.0
13212,370000.0
11925,559500.0
1989,335000.0
20586,653500.0
20896,274500.0
19895,1330000.0
19069,275000.0
15654,799950.0
9727,270000.0
21307,331000.0
19811,949990.0
6489,194900.0
11305,1047500.0
14017,580000.0
18317,539950.0
15521,727160.0
8083,720000.0
1940,240000.0
13573,1000000.0
6837,299000.0
16082,210000.0
12821,433200.0
1205,525000.0
3134,395000.0
3955,265000.0
18982,412000.0
21458,504600.0
294,550000.0
595,240500.0
4800,274000.0
3351,395000.0
7201,467500.0
12090,550000.0
3975,210000.0
17892,239000.0
2229,265000.0
11854,255000.0
7805,435000.0
20924,400000.0
17037,269950.0
20547,362500.0
13173,220000.0
17267,450000.0
13252,553000.0
16443,800000.0
18417,252000.0
6347,905000.0
16460,197000.0
13530,229999.0
7817,160000.0
12744,975000.0
17186,286000.0
12627,630000.0
15704,322000.0
187,560000.0
9261,530000.0
11367,615000.0
19935,515000.0
4162,489000.0
20961,389700.0
1444,1229000.0
20592,969990.0
9873,720000.0
10568,290500.0
12878,284000.0
15967,615000.0
12032,550000.0
15419,248000.0
15902,480500.0
8978,1075000.0
9255,368000.0
19691,319000.0
15121,351000.0
20090,551500.0
15064,499000.0
6787,235000.0
7559,535000.0
11516,880000.0
11339,442500.0
3022,279000.0
13845,430000.0
12881,560000.0
6965,408506.0
9320,323000.0
10122,458000.0
2255,515000.0
20801,728050.0
13278,370000.0
21369,455950.0
17694,275250.0
2514,608000.0
9025,710800.0
6241,280000.0
17972,440000.0
18561,405000.0
7656,960000.0
2613,355000.0
7140,393000.0
8851,750000.0
13181,680000.0
1696,440000.0
16849,392000.0
3933,515000.0
19282,295000.0
2645,895000.0
819,246500.0
14578,335750.0
10987,355000.0
9118,216180.0
21123,695000.0
13753,230000.0
13511,355000.0
8155,945800.0
19134,325000.0
1846,805000.0
12423,302000.0
3613,563000.0
4401,1088890.0
615,425000.0
20627,359800.0
13885,475000.0
9876,164950.0
5159,420000.0
12161,600000.0
3356,850000.0
1794,950000.0
20533,250000.0
12859,430000.0
11125,255000.0
12379,800000.0
20346,400200.0
17670,710000.0
11145,877500.0
18434,780000.0
44,309000.0
20284,345000.0
5088,350000.0
21204,1061600.0
14772,807500.0
14144,825000.0
16859,202000.0
16863,364000.0
891,1010000.0
7039,667000.0
20151,248000.0
13534,332500.0
1656,425000.0
12026,536650.0
10033,228000.0
10349,385000.0
2332,315000.0
11408,568000.0
996,199950.0
17370,390000.0
3915,425000.0
21075,586500.0
20751,1079000.0
12979,485000.0
1201,472800.0
1036,395000.0
3025,367000.0
21603,507250.0
20354,367899.0
15399,655275.0
2456,1050000.0
7109,350000.0
4758,975000.0
13835,245000.0
16868,590000.0
14993,152500.0
5549,630000.0
966,196500.0
17347,788600.0
12864,319950.0
5807,325000.0
10586,430000.0
13015,295000.0
13384,285000.0
5734,400000.0
19291,675000.0
329,790000.0
14689,721000.0
18061,446950.0
8413,1110000.0
13458,780000.0
17930,1350000.0
14366,165000.0
7429,203000.0
18018,285000.0
4469,468000.0
18937,291000.0
965,335000.0
9843,732600.0
19942,455000.0
16083,293000.0
12217,1450000.0
5348,767500.0
11923,374900.0
20125,919204.0
4332,290000.0
20277,308000.0
21277,441750.0
11745,299950.0
14413,653675.0
20550,230000.0
10729,425000.0
6544,532500.0
5240,1038000.0
12043,857500.0
14862,235000.0
5359,263000.0
8486,332000.0
2562,493000.0
19277,365000.0
7570,395000.0
9156,450000.0
14042,257000.0
111,570000.0
9813,275000.0
10472,262500.0
13541,785000.0
4177,552000.0
18032,199000.0
12044,1060000.0
6713,286000.0
9906,192500.0
12098,218000.0
8635,565000.0
5183,220000.0
21042,255000.0
10260,625000.0
11224,425000.0
96,247500.0
9805,284200.0
9839,830000.0
2674,271900.0
16408,598500.0
19604,663000.0
13924,870000.0
18727,230000.0
13636,563500.0
5838,980000.0
18029,498000.0
6608,995000.0
10523,310000.0
17757,445000.0
6901,505000.0
9053,350000.0
10956,320000.0
4906,395000.0
20407,929000.0
8280,359950.0
327,740000.0
9648,359950.0
18364,260000.0
20166,1051000.0
6055,270000.0
5745,225000.0
12959,245560.0
5620,385000.0
14571,895000.0
15814,362000.0
338,265000.0
9208,465500.0
3192,537000.0
18278,318989.0
3414,280000.0
626,559950.0
21451,239950.0
7761,170000.0
17693,295000.0
10862,213950.0
15802,449000.0
6303,410000.0
11250,635000.0
17259,506500.0
20414,585000.0
19175,430000.0
12127,299500.0
15595,383900.0
10028,390000.0
15693,645000.0
7677,545000.0
2310,380000.0
3549,652427.0
21002,529000.0
7062,560000.0
8063,260000.0
6270,530000.0
12340,190000.0
1303,360000.0
20875,639983.0
18916,554600.0
20683,424000.0
13612,459000.0
6201,275000.0
16450,515000.0
14119,420000.0
7183,500000.0
5821,435000.0
15971,620000.0
52,600000.0
8699,536500.0
93,430000.0
8414,212000.0
17605,183000.0
4439,1250000.0
12562,660000.0
16410,570000.0
20580,289000.0
7624,260000.0
20610,395000.0
8753,358000.0
10469,1050000.0
14870,431000.0
5464,347000.0
17563,512500.0
12916,936000.0
8010,261000.0
14921,335000.0
9376,600000.0
8163,1452000.0
3965,680000.0
19572,373000.0
10551,510000.0
10561,500000.0
2656,350000.0
14117,412950.0
18752,695000.0
10677,300000.0
4638,652500.0
8683,454280.0
18802,293000.0
6192,346000.0
9048,450000.0
8362,782000.0
12326,925900.0
6834,450000.0
19620,850000.0
16390,302300.0
16495,735000.0
7818,650000.0
18341,451000.0
586,640000.0
20147,345000.0
18056,820000.0
7158,390000.0
5520,700000.0
11409,525000.0
9969,1050000.0
5812,652000.0
69,1325000.0
11405,978000.0
19169,393000.0
4861,220000.0
10233,432500.0
8731,479500.0
12239,589000.0
21340,417000.0
5824,386000.0
10111,1365000.0
11568,258950.0
15157,279950.0
13763,625000.0
21489,352500.0
4451,477590.0
3089,495000.0
12437,550000.0
18588,1100000.0
19800,536000.0
15114,299000.0
4175,400000.0
19025,400000.0
16369,580000.0
13451,320000.0
17592,350000.0
12024,589000.0
3580,521000.0
7312,555000.0
12328,325000.0
14143,690000.0
10395,518000.0
1515,621138.0
18314,409500.0
7834,575000.0
12945,436000.0
15824,359900.0
12034,430000.0
689,396000.0
5254,349000.0
24,329000.0
20382,437000.0
16011,392500.0
13842,670000.0
3120,350000.0
2078,199000.0
3139,473000.0
11926,522500.0
6254,409124.0
17477,293000.0
7265,540000.0
6526,585000.0
8060,902000.0
8172,698000.0
10405,1375000.0
7091,482000.0
1059,425000.0
11543,312000.0
21440,440000.0
19532,210000.0
9824,372000.0
115,740500.0
7156,180000.0
9605,264250.0
4356,926300.0
7732,299800.0
8620,381000.0
11330,619500.0
18065,220000.0
3949,998000.0
5951,204995.0
19600,1410000.0
20413,529950.0
1792,225000.0
14778,740000.0
7826,299000.0
3770,415000.0
11392,443000.0
19430,523000.0
3684,535000.0
15647,599995.0
15198,426500.0
7590,390000.0
11121,375000.0
20818,1250000.0
6426,245000.0
13121,510000.0
17764,583500.0
6467,817500.0
16514,500000.0
16322,620000.0
10663,415000.0
1814,589000.0
17375,492500.0
15925,285000.0
3918,825000.0
16746,372500.0
20537,265000.0
9660,657500.0
5977,306000.0
20264,649000.0
17944,906000.0
5164,270000.0
10181,804000.0
3934,1379900.0
6500,755000.0
10977,1250000.0
16370,468000.0
18078,363000.0
18498,206000.0
10256,720001.0
16840,540000.0
7977,630000.0
12280,823000.0
620,260000.0
14558,357500.0
12050,385000.0
18629,380000.0
3056,575000.0
3360,454000.0
9272,465000.0
2882,700000.0
2712,405000.0
5041,440000.0
13995,190000.0
2400,325000.0
13489,620000.0
14391,430000.0
11800,312000.0
6792,560000.0
8923,305000.0
6866,1060000.0
1443,491500.0
16048,361810.0
21038,370000.0
9062,427500.0
6302,475000.0
3107,400000.0
13906,505000.0
3714,640000.0
11346,245000.0
14738,295950.0
5684,395300.0
1375,320000.0
8694,571000.0
7229,425000.0
20095,335000.0
6036,450000.0
8761,270500.0
1648,272750.0
8670,195000.0
7211,165000.0
2993,604000.0
3285,315000.0
19035,512000.0
4380,353000.0
18814,855000.0
17378,179900.0
20067,633000.0
11658,510000.0
1990,962000.0
4946,312500.0
16157,517850.0
11046,580000.0
1086,550000.0
3747,455000.0
16028,660000.0
2528,565000.0
2326,226740.0
1290,350000.0
13572,409950.0
8053,1250000.0
2913,738000.0
3112,850000.0
19057,399500.0
16223,277554.0
8976,450000.0
21525,1450000.0
5151,370000.0
20008,759000.0
355,375000.0
2311,635000.0
6425,375000.0
19116,235000.0
7258,308950.0
17331,543500.0
6020,294000.0
5071,625000.0
8964,342000.0
1507,355000.0
8570,189000.0
11782,465000.0
18720,475000.0
20392,838000.0
9233,733000.0
7423,935100.0
259,693000.0
7460,259900.0
20843,925000.0
4624,399950.0
11642,968000.0
108,680000.0
3808,245000.0
6860,332544.0
425,245000.0
6667,1100000.0
16848,449950.0
12091,490000.0
13199,835000.0
10440,575000.0
16835,795000.0
8977,398000.0
16551,199988.0
4718,800000.0
18478,186950.0
17532,500000.0
1937,840000.0
7747,713250.0
20624,635000.0
15122,745000.0
40,625000.0
15019,340000.0
9928,540000.0
14481,645000.0
12980,310000.0
13976,800000.0
15341,635000.0
3052,439000.0
11329,300000.0
16583,885000.0
3630,566000.0
2935,315000.0
14526,1025000.0
21471,525000.0
4682,690000.0
6605,354000.0
1915,577000.0
18639,410000.0
3993,810000.0
2794,1289000.0
14957,382000.0
7011,750000.0
423,380000.0
8076,450000.0
6537,539000.0
13500,372000.0
19547,945000.0
5187,329000.0
6636,941500.0
21388,325000.0
6481,525000.0
21271,320000.0
6074,329950.0
16927,609000.0
8260,602000.0
14230,850000.0
20715,540000.0
1821,367500.0
37,640000.0
7954,153000.0
4292,326500.0
20462,345000.0
1585,300000.0
7427,440000.0
6549,260000.0
17413,630100.0
10510,250000.0
17640,957000.0
3799,851500.0
14209,355000.0
16136,1320000.0
14337,800500.0
5913,415000.0
12410,870000.0
15348,550000.0
19243,690000.0
7239,230000.0
17305,1070000.0
21261,870000.0
18579,160000.0
1780,712000.0
15084,370000.0
14355,850000.0
15262,360000.0
7437,605000.0
11452,366000.0
13738,252000.0
4137,399950.0
3796,169500.0
4054,560000.0
21037,327000.0
3511,418500.0
11805,740000.0
2568,530000.0
4794,259000.0
8600,310000.0
4862,325000.0
12039,338995.0
6870,507500.0
14520,378000.0
18054,410000.0
10084,1227500.0
15211,915000.0
10890,440000.0
1844,580000.0
18260,493000.0
19664,275000.0
20060,379950.0
20812,351999.0
1748,451555.0
9198,400000.0
7796,700000.0
8877,364500.0
6587,740000.0
15188,473000.0
5968,490000.0
12132,375000.0
11340,1078500.0
16813,352500.0
7530,935000.0
16970,288000.0
19336,874950.0
1274,320000.0
7093,309000.0
13132,417000.0
6683,359000.0
17627,355300.0
15707,480000.0
9195,975000.0
14745,355000.0
4979,599000.0
2355,1187500.0
7071,678000.0
13522,620000.0
10407,847700.0
9112,1360000.0
8780,510000.0
20902,725000.0
19810,710000.0
8447,250000.0
1281,345000.0
6838,508000.0
9132,310000.0
11292,650000.0
12359,290000.0
11618,450000.0
2889,635000.0
14653,560000.0
2013,387500.0
21276,378950.0
272,210000.0
12439,630000.0
7727,152000.0
2835,697000.0
15063,840000.0
2381,282000.0
15298,330490.0
15003,397000.0
13319,750000.0
9685,430000.0
8184,459500.0
15857,409000.0
12665,555000.0
326,274975.0
1566,199990.0
1501,206135.0
13925,485000.0
19019,315000.0
1396,1062500.0
755,316500.0
10660,730000.0
1210,585000.0
12376,357000.0
907,255000.0
11433,245000.0
19470,305000.0
7562,563000.0
3572,770000.0
6186,740000.0
14589,1045000.0
13114,535000.0
13919,197000.0
1256,265000.0
18591,526000.0
16622,675000.0
20022,459000.0
10416,554820.0
18058,244000.0
17362,853505.0
10766,1308000.0
13785,585000.0
1317,548000.0
19644,456000.0
12808,432000.0
11615,305000.0
10566,502000.0
17418,290000.0
8051,590000.0
18251,339900.0
19248,270000.0
575,300000.0
1049,716500.0
5903,350000.0
18967,308900.0
14459,430000.0
20451,837219.0
7224,456500.0
4488,306500.0
20911,526000.0
21211,425000.0
7141,725000.0
18650,415000.0
20210,570000.0
14730,524500.0
5847,565000.0
7822,199950.0
1273,590000.0
18129,382880.0
20220,204000.0
2269,235000.0
18709,430000.0
18651,693000.0
19404,513000.0
17695,250000.0
18213,452000.0
18162,340000.0
14238,240000.0
11764,395000.0
21047,302059.0
16956,675000.0
10910,360000.0
6482,442500.0
4661,540000.0
14602,720000.0
7210,615000.0
9540,961000.0
12660,379950.0
15116,430000.0
2407,968933.0
19216,512500.0
19191,374000.0
17765,410000.0
5450,259950.0
1464,757000.0
10100,550000.0
268,272500.0
8521,565000.0
19579,495000.0
16262,600000.0
12165,438000.0
19020,425000.0
14976,361280.0
6495,865000.0
8783,880000.0
3461,329500.0
15909,431500.0
11299,740000.0
8820,213500.0
1467,440000.0
17163,135000.0
8151,635000.0
12977,525000.0
4805,224975.0
7621,339000.0
6403,350000.0
21548,1057000.0
8794,659000.0
19754,282000.0
11084,814950.0
66,975000.0
15171,370000.0
17541,768000.0
19422,405000.0
6330,334950.0
17610,245000.0
2933,276000.0
15736,656500.0
12465,222900.0
5233,545500.0
4519,369000.0
6167,460000.0
10106,464000.0
17568,397500.0
7052,920000.0
7693,389000.0
1451,302000.0
13361,568000.0
20864,1275000.0
19452,142000.0
8194,365000.0
7270,1450000.0
4459,390000.0
1691,196440.0
74,349000.0
1879,835000.0
786,500000.0
18252,539000.0
1310,556000.0
13994,370000.0
14963,805000.0
18747,275000.0
1980,635000.0
20372,329445.0
17939,424000.0
16719,387000.0
8462,246000.0
3480,1225000.0
21027,535000.0
9900,963990.0
5184,526000.0
21117,307635.0
4126,480000.0
18908,180000.0
18257,490000.0
12137,815000.0
6037,650000.0
16805,1017100.0
4062,212500.0
4036,825050.0
11653,434000.0
15753,525000.0
1129,369000.0
4525,320000.0
11928,498500.0
18661,725000.0
20601,540000.0
21104,585000.0
10240,485000.0
3222,290000.0
1404,635000.0
18932,465000.0
7688,404600.0
145,921500.0
6338,755000.0
10213,649000.0
3600,248000.0
20892,790000.0
7449,343000.0
6215,364000.0
14889,205000.0
16960,499950.0
15216,475000.0
15418,175000.0
16748,418000.0
1866,475000.0
9912,240000.0
4286,300000.0
11824,205000.0
9627,765000.0
11977,501000.0
6099,555000.0
10453,577000.0
13518,390000.0
12863,215150.0
16248,660000.0
1073,986000.0
19339,535000.0
607,443500.0
11515,475000.0
1555,343000.0
18377,323000.0
5963,255000.0
5274,307000.0
12054,401000.0
11944,1030000.0
17297,364000.0
18292,259000.0
14280,352000.0
776,269950.0
8012,550000.0
19709,780000.0
16799,554000.0
7164,305000.0
82,355000.0
7208,170000.0
10530,366000.0
8926,348000.0
975,648000.0
8865,270000.0
6764,198000.0
6168,435000.0
11640,319900.0
7412,552000.0
11848,746000.0
17219,330000.0
4053,400000.0
4514,749000.0
16973,632000.0
21587,385000.0
4622,626500.0
1697,749000.0
7018,870000.0
5477,836000.0
4699,1195000.0
19773,399000.0
17158,385000.0
17689,605000.0
17814,334500.0
18383,455000.0
12907,315000.0
3816,239000.0
1289,325000.0
4985,567500.0
16209,375000.0
7430,583000.0
15153,225000.0
11141,392500.0
15546,295000.0
4484,728000.0
9682,415000.0
4187,400800.0
8663,485000.0
20374,494815.0
1934,320000.0
13977,575000.0
7596,345000.0
18946,345000.0
20343,855000.0
14268,130000.0
17463,465000.0
2590,415000.0
18530,491150.0
8299,575000.0
7086,289000.0
9109,570000.0
674,385000.0
13056,565000.0
8946,230000.0
1137,225000.0
1312,537250.0
6350,270000.0
13783,185000.0
7537,410000.0
2368,575000.0
1446,566000.0
11082,344950.0
7,291850.0
12442,280000.0
1011,475000.0
13918,415000.0
4398,249950.0
11000,320000.0
10519,150000.0
2466,1280000.0
303,208633.0
1901,375000.0
16647,305000.0
11890,365000.0
14300,272000.0
15617,640000.0
16368,575000.0
1167,194000.0
5927,440000.0
20416,267000.0
16733,336000.0
13510,172380.0
12169,400000.0
11573,680000.0
11935,260250.0
3698,457000.0
18911,920000.0
12883,472500.0
11185,485000.0
10250,395000.0
14575,255000.0
10077,435000.0
21421,374950.0
18138,744000.0
20178,551000.0
13059,255000.0
8579,437850.0
10754,440000.0
486,1067000.0
13735,1015000.0
13818,549000.0
4295,1155000.0
19568,580000.0
13659,265000.0
15277,772500.0
11542,690000.0
12924,782000.0
18572,299000.0
672,664000.0
2787,638500.0
1827,360000.0
19680,465000.0
12680,590000.0
5554,735000.0
15946,276000.0
502,342000.0
4359,305000.0
16732,237100.0
1493,577000.0
20585,552500.0
18540,475000.0
4107,698000.0
2339,1365000.0
20445,366750.0
20375,591975.0
9365,615000.0
453,691100.0
10496,397000.0
8830,490600.0
686,320000.0
15472,915000.0
19993,439108.0
18763,389000.0
5877,449950.0
1524,405000.0
12932,850000.0
5382,329000.0
20734,330675.0
3844,216650.0
14905,625000.0
771,341500.0
11489,429900.0
19051,299000.0
11350,651500.0
20994,650000.0
13201,419000.0
13421,697000.0
1401,253000.0
14237,580000.0
9917,649000.0
18363,622500.0
6726,265000.0
549,215000.0
9106,318500.0
12906,536500.0
6289,490000.0
660,269900.0
20689,275000.0
15730,366000.0
2235,220000.0
3185,635000.0
20613,220000.0
21058,300000.0
10761,207000.0
17611,337000.0
9844,818000.0
11024,665000.0
1921,740000.0
16737,365000.0
15540,135000.0
13513,850000.0
3104,283200.0
2148,670950.0
21608,360000.0
14501,171500.0
7315,265000.0
3987,202000.0
14161,750000.0
2035,464900.0
20255,475000.0
5527,119500.0
20494,399000.0
5413,215000.0
8246,500000.0
8285,456000.0
18545,325000.0
5043,1200000.0
13353,315000.0
21309,669000.0
11552,252000.0
9638,372500.0
3050,517000.0
3659,634000.0
13536,310000.0
14250,185000.0
18955,950000.0
1134,303000.0
18016,340000.0
3551,355000.0
5265,215000.0
11038,250000.0
16682,433000.0
16035,264000.0
13979,400000.0
14743,588000.0
7567,270000.0
17769,539000.0
12726,485000.0
10816,605000.0
8428,349950.0
12837,930000.0
2599,320000.0
14145,645000.0
5507,540000.0
17857,295000.0
7806,222000.0
9231,230000.0
7190,380500.0
11779,900000.0
816,310000.0
15944,981000.0
436,722500.0
20852,595000.0
16165,496000.0
10671,750000.0
12108,427000.0
18671,383000.0
15796,485000.0
12589,587000.0
7816,685900.0
3207,637250.0
15422,645000.0
235,1025000.0
3111,196000.0
10114,585000.0
16570,340000.0
8013,230000.0
13596,515000.0
14799,725000.0
7603,475000.0
19283,435000.0
12472,314950.0
19428,193000.0
10692,345000.0
21350,930000.0
5493,325000.0
20475,415000.0
11786,237502.0
13908,230000.0
17801,427000.0
3234,252000.0
7046,845000.0
7521,403250.0
18857,520000.0
13083,677500.0
8091,315000.0
9541,825000.0
6898,336000.0
14992,563750.0
10275,597157.0
14012,515000.0
4523,1236000.0
2366,665000.0
10547,327000.0
19181,500000.0
2060,272500.0
7592,449000.0
11283,415000.0
12823,145000.0
13463,840000.0
16903,470000.0
11388,650000.0
14454,159995.0
17932,637000.0
9667,1175000.0
3507,256500.0
13548,1475000.0
10707,925500.0
12912,326000.0
9837,491000.0
11200,700000.0
21327,535000.0
4180,235000.0
5081,643000.0
15305,275000.0
17665,753000.0
8405,970000.0
813,625000.0
5592,510000.0
1920,265000.0
17334,515000.0
17671,505000.0
2425,992000.0
8205,107000.0
1221,330000.0
12842,305000.0
14747,765000.0
6312,580000.0
4196,581000.0
12462,815000.0
489,1280000.0
7294,700000.0
17646,540000.0
21288,773000.0
8458,340000.0
7103,515000.0
12493,399000.0
1357,690000.0
18064,210000.0
3387,350000.0
4465,284000.0
3180,850000.0
20605,297000.0
20300,306000.0
16436,410000.0
10884,210750.0
1450,215000.0
5325,485000.0
12388,207000.0
1257,321000.0
13563,715000.0
1742,445000.0
9466,600000.0
439,578000.0
13499,505000.0
19878,334990.0
2380,363000.0
230,655000.0
19070,250000.0
590,505000.0
4338,380000.0
698,225000.0
6978,320000.0
7937,369950.0
5340,367500.0
3880,357000.0
11123,459950.0
5932,377500.0
9155,651000.0
8953,684000.0
9191,293000.0
12208,115000.0
14064,357500.0
7138,500000.0
4287,430000.0
8693,557800.0
20272,650000.0
6179,650000.0
6582,536000.0
12402,355000.0
14492,440000.0
2823,425000.0
18499,550000.0
1685,874150.0
1318,234975.0
8043,480000.0
20025,1040000.0
604,435500.0
17896,330000.0
19597,187500.0
5257,690000.0
10645,425000.0
19448,450000.0
16173,683000.0
14436,234000.0
17894,619400.0
16180,460000.0
19451,269950.0
15999,465950.0
5832,280000.0
15259,442500.0
5098,479000.0
5006,325000.0
16425,340000.0
18577,240000.0
2915,455000.0
8568,750000.0
15609,540000.0
12363,417000.0
11221,746500.0
15935,470000.0
4747,680000.0
3626,436500.0
6016,176000.0
2437,737500.0
20698,619990.0
6119,289200.0
1182,925000.0
6097,302000.0
9169,235000.0
14103,405000.0
15309,210000.0
18316,940000.0
2833,450000.0
2697,184500.0
1603,703770.0
20109,329900.0
4050,245000.0
12401,258000.0
17106,233000.0
14616,333000.0
19745,355000.0
1355,1075000.0
21116,474950.0
4012,525000.0
3866,442000.0
5610,335000.0
6225,292000.0
20262,550000.0
1068,318000.0
10302,464000.0
636,214000.0
8203,330000.0
21412,334950.0
9750,885000.0
21491,484000.0
9504,347500.0
11689,400000.0
3155,700000.0
1531,819000.0
5114,832600.0
10003,690000.0
13034,259250.0
12969,225000.0
11459,561000.0
17436,209950.0
19058,450000.0
16380,629950.0
7957,293000.0
2593,337500.0
14262,925000.0
13432,294000.0
1119,552500.0
10555,729000.0
16057,560000.0
18370,343000.0
18993,510000.0
15234,450000.0
14814,545000.0
4836,555000.0
6257,280000.0
4344,752000.0
8170,470500.0
6586,284900.0
19023,565000.0
16239,500000.0
7198,410000.0
18233,415000.0
15533,527500.0
18521,680000.0
1502,300000.0
19692,325000.0
13533,334000.0
18688,625000.0
16891,1015000.0
